"アルバム名","曲名","URL","ディスク番号","曲番号","人気度","長さ","テンポ","拍子","キー","モード","アコースティック度","ダンス性","エネルギッシュさ","インスト度","ライブ感","音圧のデシベル値の平均","話し声度","ポジティブ度"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","神様ありがとう","https://open.spotify.com/track/6ClgHKP1idrJtTx6jitb5W","2","13","0","11240","0.0","0","5","1","0.863","0.0","0.156","6.9e-06","0.13","-10.576","0.0","0.0"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","Let's go & try!","https://open.spotify.com/track/6fgUnO9LOGSEs4Q6wdOWCn","2","14","1","56933","101.91","4","0","1","0.16","0.481","0.726","0.941","0.201","-9.966","0.0745","0.378"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","紋章を宿せし札","https://open.spotify.com/track/3scj2IsQaqktPDp5DaVzcJ","2","15","1","68693","103.075","4","10","0","0.0293","0.636","0.622","0.938","0.145","-9.616","0.0335","0.59"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","リタポン","https://open.spotify.com/track/232BCrd0uux61eOUpQH9ls","2","16","2","91173","130.126","4","0","1","0.0607","0.757","0.638","0.732","0.149","-7.724","0.0484","0.934"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","旅のダイス使い","https://open.spotify.com/track/6kqVzlt6ZLI2hh8Hvx7OJw","2","17","1","86160","130.124","4","0","1","0.0295","0.488","0.404","0.0388","0.351","-7.793","0.036","0.755"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","トレジャーハント","https://open.spotify.com/track/5FYKUB3KXCxbxNmzbRtFYl","2","18","1","84840","180.174","4","9","0","0.144","0.676","0.903","0.877","0.0562","-10.239","0.0862","0.967"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","名もなき島の風景","https://open.spotify.com/track/4j2K080kWYceKWhRqjBxtz","2","19","1","111400","135.893","4","5","1","0.765","0.66","0.361","0.882","0.0994","-14.576","0.0379","0.718"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","迫りくる脅威","https://open.spotify.com/track/5ijkLQpKd9h6e3QDtUkSXY","2","20","1","50533","170.046","4","7","1","0.529","0.497","0.339","0.667","0.246","-13.203","0.0365","0.38"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","作戦会議","https://open.spotify.com/track/5FsQlqujyaD1XBDpSYNYuT","2","21","1","76533","154.202","3","7","1","0.682","0.617","0.486","0.969","0.0811","-14.056","0.0408","0.341"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","断崖のメロディー","https://open.spotify.com/track/5KgIxVXlktrlI3TYuhBt4e","2","22","1","126267","107.037","4","9","0","0.984","0.225","0.517","0.89","0.113","-13.754","0.0531","0.152"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","オルゴール","https://open.spotify.com/track/2zDx3lrLLukiiIprAQULbR","2","23","1","51360","119.994","4","4","0","0.7","0.643","0.021","0.0","0.129","-21.41","0.101","0.529"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","邪悪なる者との決戦","https://open.spotify.com/track/2sfYnVl7bVQeCmZcqeZDoR","2","24","2","153933","69.333","4","8","1","0.000181","0.18","0.635","0.605","0.136","-6.598","0.0344","0.0805"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","エピローグ ~108星のために~","https://open.spotify.com/track/20KI3IQ6il7pXiPYuRBnKs","2","25","2","476867","125.692","3","2","1","0.794","0.174","0.495","0.822","0.0865","-8.032","0.0319","0.144"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","深蒼の回想終曲","https://open.spotify.com/track/7EGWqe9hPn3C6mIVJOiZch","2","26","2","599773","130.008","4","9","0","0.96","0.192","0.4","0.865","0.134","-11.073","0.0326","0.0632"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","激突! 再び","https://open.spotify.com/track/2VyB5fcRV2l8DTxBpRosR8","2","27","2","77333","139.513","4","9","1","0.189","0.363","0.615","3.36e-05","0.435","-9.367","0.0633","0.268"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","勝利の予感","https://open.spotify.com/track/5i0zmrYbJeFS04w1QydDb1","2","28","2","89093","146.079","4","0","1","0.218","0.437","0.522","0.000568","0.65","-9.361","0.0453","0.407"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","罰の紋章","https://open.spotify.com/track/0whj975CthlemnEjHs37Em","2","29","5","138600","75.438","4","0","0","0.964","0.214","0.372","0.517","0.0898","-8.56","0.0395","0.07"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","旅立ち ~始まりのテーマ~","https://open.spotify.com/track/24lVIYwtLw9AU3ySz7UVjZ","1","1","0","89987","138.028","4","7","1","0.00154","0.515","0.275","0.048","0.0556","-11.219","0.0282","0.153"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","帰還","https://open.spotify.com/track/0VSsFfhdnjwcWczajf4Nuv","1","2","0","149293","84.189","4","5","0","0.898","0.213","0.273","0.981","0.0918","-13.878","0.0311","0.0785"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","束の間の平穏","https://open.spotify.com/track/3AB3Qc4VGcu5kyNtP3pjXp","1","3","0","103227","83.197","1","8","1","0.888","0.296","0.147","0.88","0.0957","-13.098","0.0336","0.061"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","ファレナの女王","https://open.spotify.com/track/2l6HxFgboWl8wKA4B7huF1","1","4","0","82613","107.246","4","6","1","0.797","0.332","0.274","0.924","0.157","-13.443","0.0293","0.0393"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","乾いた土と疲れた民","https://open.spotify.com/track/66Pa5pYqxbEMZh1iJjNgIN","1","5","0","103387","169.854","3","2","0","0.293","0.36","0.373","0.813","0.134","-13.792","0.0271","0.436"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","回顧","https://open.spotify.com/track/2kSglH5D412cwx72Na64aG","1","6","1","118680","74.452","3","0","0","0.956","0.367","0.0962","0.728","0.103","-16.63","0.0357","0.135"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","因縁の対決","https://open.spotify.com/track/5zQRTA4IJSGR30u7bCf1ov","1","7","0","82680","146.918","4","7","0","0.0063","0.417","0.449","0.748","0.0655","-10.436","0.0312","0.425"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","奪われし心","https://open.spotify.com/track/1Lt8fZn9RkvftJ59wgQ8R6","1","8","0","82293","74.491","3","5","1","0.796","0.205","0.142","0.911","0.186","-13.04","0.0434","0.0351"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","太陽の如き威光","https://open.spotify.com/track/1aFsu6ZjVs89gL1qf7ZjCR","1","9","1","96373","179.635","4","0","0","0.203","0.24","0.506","0.425","0.575","-9.892","0.0419","0.811"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","封印","https://open.spotify.com/track/5lsdLOznuiMWwdFwu1eiQM","1","10","0","95080","82.938","5","3","0","0.927","0.124","0.328","0.913","0.111","-13.038","0.044","0.0694"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","牢獄","https://open.spotify.com/track/4KX7N3aptt2MZqWQHoB3wU","1","11","0","88453","62.391","3","7","1","0.84","0.247","0.121","0.923","0.154","-14.548","0.0357","0.0397"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","騎士たち","https://open.spotify.com/track/1ClK14ljQsGsZ6djonDKNu","1","12","0","127707","104.962","4","2","0","0.484","0.509","0.304","0.166","0.106","-15.058","0.032","0.402"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","女王騎士","https://open.spotify.com/track/2KidkwciO86V7DNoPr0dXb","1","13","2","101920","72.987","4","8","1","0.889","0.073","0.3","0.865","0.32","-10.703","0.0303","0.0871"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","なごみ","https://open.spotify.com/track/68sWhLmQ9E4Zl5QmAw3tV4","1","14","0","62400","170.068","3","5","1","0.0495","0.369","0.34","4.5e-06","0.456","-13.674","0.0742","0.306"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","王都","https://open.spotify.com/track/4l2P65ULGY5lA3Ve0htIfP","1","15","0","90067","167.108","3","10","1","0.134","0.41","0.522","0.00511","0.397","-11.545","0.0373","0.757"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","遥かなる旅路","https://open.spotify.com/track/71utMOiDy7zlz5w2udRLZ7","1","16","1","164107","114.955","4","4","1","0.0202","0.506","0.474","0.763","0.336","-7.24","0.0319","0.373"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","戦闘開始","https://open.spotify.com/track/3xoWidGjaVPkfSWvK70OoG","1","17","2","135613","153.161","4","0","1","0.083","0.228","0.528","0.498","0.112","-7.745","0.0506","0.274"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","勝利のテーマ","https://open.spotify.com/track/0aG4C9ZxvPB5MppcVzITjt","1","18","0","36587","133.914","4","4","1","0.0651","0.459","0.639","0.91","0.476","-9.065","0.0348","0.225"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","ゴドウィン家の城","https://open.spotify.com/track/5cKFBjwl4gmnk168YhgDFU","1","19","0","119440","99.956","4","7","1","0.328","0.498","0.665","0.746","0.375","-10.559","0.0418","0.618"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","闘神祭開幕","https://open.spotify.com/track/67lXC1QKKNKTYnOAe45ok0","1","20","0","100040","174.116","3","9","1","0.149","0.504","0.568","0.000194","0.432","-8.606","0.0902","0.491"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","闘技場","https://open.spotify.com/track/27SZvOFUHsWu0ax3FDf6WA","1","21","0","128280","115.962","5","9","0","0.0111","0.689","0.651","0.835","0.34","-10.586","0.0274","0.466"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","対決の時","https://open.spotify.com/track/09MQl3tnH7Vp00QD6Rgf88","1","22","0","67653","144.01","4","6","0","0.0054","0.683","0.644","0.852","0.0855","-13.574","0.0616","0.682"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","うたたね","https://open.spotify.com/track/56Fln2fLoL5HmUf4HuF70M","1","23","0","88000","75.9","4","5","0","0.977","0.522","0.152","0.914","0.0982","-14.34","0.0331","0.231"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","宿屋は大繁盛","https://open.spotify.com/track/0KIqWMKRK9ELb4j9TfJtJm","1","24","0","87987","102.545","3","4","1","0.835","0.576","0.366","0.626","0.623","-12.07","0.0325","0.481"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","休息","https://open.spotify.com/track/6g6Fm8DQXicME8GOuUqd0V","1","25","1","77627","86.272","5","7","1","0.983","0.165","0.168","0.907","0.09","-14.598","0.034","0.188"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","磐石の意思","https://open.spotify.com/track/7nMksAZLPNBJ0z1FN44O4o","1","26","0","116987","84.025","4","2","0","0.722","0.638","0.0456","0.433","0.134","-16.236","0.0307","0.108"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","疑惑","https://open.spotify.com/track/5OF8nKo4OUcZ3240IGZ1i2","1","27","0","76893","122.146","1","10","0","0.776","0.175","0.115","0.421","0.0981","-17.134","0.0418","0.115"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","奴隷居住区","https://open.spotify.com/track/4bnjkOdYZScjhw3iRzIEXG","1","28","0","106373","136.882","4","4","0","0.978","0.188","0.114","0.963","0.077","-27.539","0.0374","0.12"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","地下通路","https://open.spotify.com/track/1090wbEFrSqSaEBYj70IR6","1","29","0","81427","63.989","4","5","0","0.681","0.472","0.206","0.000951","0.101","-18.678","0.0415","0.171"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","宣戦","https://open.spotify.com/track/2V0qfcvrt7NBefk0VIUomK","1","30","0","67320","150.731","4","9","1","0.628","0.507","0.3","0.0111","0.268","-11.858","0.0464","0.58"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","戦いの舞台","https://open.spotify.com/track/5eJYHhQTuhDUFmLfNICbPP","1","31","0","116360","123.01","4","9","0","0.000479","0.579","0.777","0.157","0.28","-10.936","0.0379","0.467"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","不穏","https://open.spotify.com/track/5OwINz4CBuFg8QQmOrQetj","1","32","0","88760","85.054","4","0","0","0.768","0.5","0.105","0.78","0.0957","-20.155","0.035","0.0822"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","哀愁","https://open.spotify.com/track/4tfFbuMEEFrTQ7jpMjjaH4","1","33","0","151960","76.013","3","9","0","0.952","0.349","0.0622","0.866","0.123","-17.952","0.049","0.14"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","不審","https://open.spotify.com/track/0OTQwvisWtRP4b71jnO7p1","1","34","0","117533","125.497","3","2","1","0.919","0.232","0.0178","0.932","0.094","-19.953","0.0561","0.0955"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","ふたつの守護紋章","https://open.spotify.com/track/48vZVs4BfPRAbD0moavaKk","1","35","1","110253","79.83","1","9","0","0.99","0.394","0.0227","0.942","0.0724","-22.697","0.047","0.113"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","黒衣の美女","https://open.spotify.com/track/3FnFxZsZWZN2e4vByWiOmJ","1","36","0","180133","72.123","4","9","1","0.909","0.0858","0.0973","0.975","0.0928","-19.48","0.042","0.0371"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","聖なる地","https://open.spotify.com/track/5n8xTh8sAr02FDRfLYMtB1","1","37","0","104107","73.979","4","7","1","0.727","0.6","0.302","0.78","0.101","-15.127","0.0298","0.248"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","平和なひと時","https://open.spotify.com/track/7ngfRMTQpzji35WpBiMT6K","1","38","0","116707","112.999","4","0","1","0.728","0.601","0.319","0.635","0.122","-17.19","0.0315","0.194"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","深き森、迷い森","https://open.spotify.com/track/5UsnLOh1nargzd8jq0VxJb","1","39","0","86333","110.973","4","6","0","0.539","0.609","0.436","0.643","0.0892","-14.753","0.0429","0.389"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","たわむれ","https://open.spotify.com/track/23v3Uz1pBagiVtMaLqSvxo","2","1","0","64240","175.105","3","7","1","0.352","0.65","0.472","0.929","0.376","-13.763","0.0672","0.688"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","河に浮かぶ街","https://open.spotify.com/track/6D8Z87WOlt4mW4CtPy0e6R","2","2","1","103800","94.975","4","10","0","0.247","0.548","0.565","0.114","0.377","-13.247","0.0311","0.927"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","ダハーカ発進","https://open.spotify.com/track/0o5TqtdmdtZDjVHDbgRJ8k","2","3","0","107813","110.972","4","1","1","0.0712","0.514","0.828","0.039","0.52","-9.978","0.0507","0.784"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","婚約の儀","https://open.spotify.com/track/3PIKRRitxajW9o01Himt1z","2","4","0","56653","135.721","3","7","1","0.91","0.37","0.149","0.885","0.366","-11.315","0.0427","0.835"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","緊迫","https://open.spotify.com/track/2b42VhI5ylCP9TSzY3BiPL","2","5","0","102667","159.997","5","9","0","0.0927","0.495","0.855","0.416","0.274","-10.641","0.0497","0.466"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","強大な敵","https://open.spotify.com/track/4rUQPTdc7WeToNg4ZVTC3C","2","6","0","78040","160.996","4","10","1","0.00046","0.427","0.772","0.79","0.386","-11.938","0.053","0.327"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","襲撃","https://open.spotify.com/track/7G2dc9GiB9eC0dczU8sCHU","2","7","0","79267","169.957","3","1","1","0.887","0.503","0.455","0.925","0.295","-13.279","0.0589","0.547"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","哀しみ","https://open.spotify.com/track/5Sdt6Rs5iv0I9VqdgsQyAD","2","8","0","136853","79.236","3","7","0","0.0751","0.284","0.247","0.526","0.128","-10.928","0.0344","0.0627"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","絶望と希望","https://open.spotify.com/track/6cNBatC1xL1iweHvNWVL6U","2","9","1","185347","75.02","3","11","0","0.853","0.308","0.194","0.574","0.0923","-11.743","0.0324","0.228"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","大真面目","https://open.spotify.com/track/2HRDbaPuFfYiPGyTCueKbi","2","10","0","64267","178.064","1","1","1","0.0069","0.661","0.293","0.912","0.0919","-20.681","0.534","0.141"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","偉大なる芸術","https://open.spotify.com/track/6qdfQYi6rAYcF9ULaMrUtP","2","11","0","81440","110.019","3","4","0","0.701","0.756","0.0539","0.219","0.0667","-17.509","0.0408","0.477"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","ナルシーのテーマ","https://open.spotify.com/track/2tJFzJdqe5jlh9fAmuPbJF","2","12","0","114813","153.844","3","1","0","0.62","0.32","0.196","2.41e-05","0.386","-13.749","0.0335","0.199"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","水の都","https://open.spotify.com/track/3CLZQVhfV6sz5sseORhX0i","2","13","1","84307","161.801","3","2","1","0.143","0.582","0.429","0.949","0.212","-13.54","0.0449","0.753"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","おかしな連中","https://open.spotify.com/track/5SVrPrsjiRDcpmJw95QeS1","2","14","0","87573","133.814","3","4","1","0.765","0.656","0.406","0.0143","0.209","-10.352","0.0517","0.406"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","丘に建つ館","https://open.spotify.com/track/2OwePc199CMfiWD2FIaSQn","2","15","0","79667","149.95","3","7","1","0.403","0.658","0.234","0.874","0.0643","-14.148","0.0328","0.886"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","可憐なる才女","https://open.spotify.com/track/4lIHxQ1eINv8Otpus9cnHp","2","16","0","12960","0.0","0","0","1","0.495","0.0","0.114","1.91e-06","0.0802","-10.947","0.0","0.0"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","逃げのびた先に…","https://open.spotify.com/track/0aS3vigtGJB8xhZuJayxPj","2","17","0","178200","147.351","3","2","1","0.964","0.245","0.282","0.903","0.138","-12.776","0.0355","0.0376"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","悲しみを越えて","https://open.spotify.com/track/2hbMnfDi6O7wwt3v5Lq3FA","2","18","1","147893","136.132","4","1","1","0.836","0.381","0.18","0.541","0.0625","-10.853","0.032","0.0688"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","出陣!","https://open.spotify.com/track/073MG4XAHR2LVx3tyPp3ay","2","19","0","182173","134.676","1","3","1","0.358","0.222","0.42","0.78","0.369","-10.686","0.0336","0.306"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","激突!","https://open.spotify.com/track/50b5nFRva5Q6JQHHXjlxde","2","20","1","86013","153.19","3","7","1","0.143","0.405","0.487","0.00153","0.211","-8.083","0.0318","0.378"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","勝利の雄叫び!","https://open.spotify.com/track/5dLP6fGzSzmPJ2ipBHpDJC","2","21","0","37600","92.556","3","10","1","0.0271","0.229","0.43","0.882","0.198","-7.319","0.0339","0.356"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","敗北","https://open.spotify.com/track/0m22eBceDprXMVf29g3Izy","2","22","0","36267","70.793","3","10","0","0.974","0.221","0.0206","0.6","0.169","-22.239","0.0359","0.0706"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","力尽きたとき","https://open.spotify.com/track/37tuax9DckzLAUcmuAgeCt","2","23","0","98320","75.983","4","11","0","0.56","0.569","0.199","0.735","0.19","-13.704","0.053","0.88"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","大河を駆ける","https://open.spotify.com/track/0iVNpaOUzKj4WStLa3aDIL","2","24","0","75253","77.481","4","4","1","0.171","0.338","0.466","0.306","0.791","-8.545","0.0345","0.411"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","地底の民","https://open.spotify.com/track/1LSLYL3tJvPmH91FIURaVU","2","25","0","92680","95.962","3","8","1","0.051","0.724","0.44","0.956","0.16","-12.693","0.0622","0.481"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","土と水と火と鉄","https://open.spotify.com/track/0dRx8KtgGOMfunXat0dXaR","2","26","0","80787","104.882","4","0","1","0.131","0.591","0.322","0.128","0.186","-14.124","0.0743","0.492"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","幽閉","https://open.spotify.com/track/0W6vaXlgsxJBXCZ1F4SbzT","2","27","0","101467","165.036","3","11","1","0.781","0.527","0.444","0.583","0.076","-15.865","0.0378","0.148"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","軍師","https://open.spotify.com/track/5fBHBkmjDmKjpjeMjam6Lf","2","28","1","176253","120.171","4","9","0","0.656","0.459","0.25","0.714","0.101","-12.09","0.0321","0.29"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","作戦","https://open.spotify.com/track/3i6RIB5tMp2ODn9XfSITdh","2","29","0","145720","112.885","4","2","0","0.661","0.537","0.434","0.158","0.236","-10.818","0.0322","0.666"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","疑惑の影","https://open.spotify.com/track/3xjdYPMFnKdA4I97zjg7am","2","30","0","84933","144.227","4","5","0","0.939","0.148","0.191","0.694","0.0975","-17.522","0.04","0.0323"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","オボロ探偵事務所","https://open.spotify.com/track/4JWnpFNamLGn00Satm9Vq3","2","31","0","76773","108.686","3","8","1","0.67","0.564","0.26","0.888","0.0918","-16.309","0.0407","0.815"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","とぼけたヤツら","https://open.spotify.com/track/01y40ZXsusqIIXtVsrgJgA","2","32","0","100333","116.012","3","4","0","0.576","0.816","0.228","0.9","0.171","-13.185","0.0516","0.675"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","失墜","https://open.spotify.com/track/1XEdEBvaQAfdTttbOzX20A","2","33","0","98573","129.198","3","10","0","0.975","0.238","0.193","0.948","0.112","-15.591","0.0396","0.308"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","交響詩「死の狂宴」","https://open.spotify.com/track/6ICZ9XMCU0v3SkRKXI7KiT","2","34","0","127893","146.38","4","7","1","0.408","0.256","0.5","0.899","0.507","-7.531","0.035","0.117"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","山河を越えて","https://open.spotify.com/track/26Bj4ET5tVLgPA8WoF542y","2","35","0","103333","94.52","3","2","1","0.00788","0.548","0.829","0.906","0.0813","-12.782","0.0472","0.964"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","癒しの村","https://open.spotify.com/track/0VNOwOKAY9S8nyVuy6LUhd","2","36","0","81813","91.055","4","7","1","0.814","0.604","0.401","0.598","0.118","-11.587","0.0477","0.662"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","水と木と太陽","https://open.spotify.com/track/5e8kHpiemfFdttVzVUwM4R","2","37","0","90107","107.965","4","2","1","0.21","0.778","0.437","0.21","0.102","-12.754","0.0603","0.177"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","ぬくもり","https://open.spotify.com/track/3gG4QnSXisB4Jq4MM2kvFk","2","38","0","140640","144.82","3","9","0","0.987","0.591","0.212","0.235","0.0555","-11.345","0.03","0.715"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","再生の幻","https://open.spotify.com/track/6WI9J2NRh4wJMKcZ2FZbbR","2","39","0","119173","70.393","3","2","1","0.881","0.266","0.128","0.883","0.107","-15.978","0.0355","0.0497"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","敵か味方か","https://open.spotify.com/track/4p5p5DLuyJErNusRnFyiyx","2","40","0","87773","82.589","1","7","0","0.965","0.214","0.121","0.92","0.148","-11.03","0.0332","0.036"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","シンダル族の跡","https://open.spotify.com/track/6yNNp5iqWOSBE7vV8qlHlF","2","41","0","134960","141.977","3","0","1","0.125","0.807","0.522","0.79","0.135","-15.819","0.0409","0.903"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","天真天然","https://open.spotify.com/track/1hVbrgst0dzDQhIZjWlyqR","2","42","0","67747","137.017","4","0","1","0.531","0.68","0.593","0.582","0.128","-14.77","0.0562","0.961"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","大河と太陽","https://open.spotify.com/track/0JftQ1iNrq25kBmTDBAQ5W","3","1","0","129320","137.946","4","7","1","0.0141","0.361","0.603","0.358","0.538","-9.308","0.0338","0.486"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","星の塔","https://open.spotify.com/track/4P6PO4dEveOAstQ4evpW4U","3","2","0","122733","101.964","3","0","1","0.74","0.481","0.333","3.66e-05","0.0792","-14.643","0.031","0.213"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","ロードレイク再興","https://open.spotify.com/track/1hBddquB73pIr12wSTzN91","3","3","0","84373","83.544","1","7","1","0.622","0.106","0.282","0.119","0.373","-12.499","0.0383","0.0925"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","運命を共に","https://open.spotify.com/track/0S2rIQewSa3PBo5AvsR5ot","3","4","0","5947","0.0","0","0","1","0.0","0.0","0.000974","0.0","0.0","-15.306","0.0","0.0"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","3つの島","https://open.spotify.com/track/4cpOVmFVnYKpFjSHwsZhbB","3","5","0","82427","140.181","4","0","1","0.204","0.442","0.241","0.9","0.124","-11.861","0.0404","0.595"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","絆","https://open.spotify.com/track/1CjzWHRLcmZxTkO8jtHxsU","3","6","0","117187","169.05","1","11","0","0.908","0.103","0.353","0.816","0.125","-10.159","0.0338","0.0575"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","最終防衛戦","https://open.spotify.com/track/4miglw12HWCv4micwfok2t","3","7","0","78440","85.901","4","7","1","0.000962","0.179","0.511","0.821","0.333","-8.424","0.0321","0.246"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","なびく勝旗","https://open.spotify.com/track/2Dp2ISB9GIbqRVUSBHlYlk","3","8","0","25827","119.617","3","10","0","0.404","0.414","0.408","0.962","0.122","-9.809","0.0417","0.375"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","砦の街","https://open.spotify.com/track/7kvjYs1nQoiXNlxc66rE7m","3","9","0","116333","91.559","3","7","0","0.318","0.548","0.836","0.845","0.156","-12.748","0.037","0.933"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","戦いの予感","https://open.spotify.com/track/1f3CbnQLoZOVyjoX1GohKj","3","10","0","94587","142.998","4","7","1","0.619","0.453","0.656","0.795","0.905","-11.162","0.0497","0.0703"
